index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
6264748,100000488,"(106.719, 10.8006)","(106.71799999999999, 10.8006)","(106.71600000000001, 10.7963)","('hẻm_16_nguyễn_văn_thương', 'điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",184,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6264936,100000488,"(106.719, 10.8006)","(106.71799999999999, 10.7994)","(106.719, 10.7989)","('hẻm_16_nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'điện_biên_phủ')",234,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6264948,100000488,"(106.719, 10.8006)","(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","('hẻm_16_nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",420,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6264982,100000488,"(106.719, 10.8006)","(106.71799999999999, 10.7994)","(106.71600000000001, 10.7963)","('hẻm_16_nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",120,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6265416,100000488,"(106.719, 10.8006)","(106.719, 10.798)","(106.71799999999999, 10.798)","('hẻm_16_nguyễn_văn_thương', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",160,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268482,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","('điện_biên_phủ', 'điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",3477,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268491,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.719, 10.798)","('điện_biên_phủ', 'điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh')",995,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268492,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.719, 10.7982)","('điện_biên_phủ', 'điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh')",235,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268508,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.72, 10.798)","('điện_biên_phủ', 'điện_biên_phủ', 'nguyễn_hữu_cảnh')",120,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268522,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.71799999999999, 10.799000000000001)","('điện_biên_phủ', 'điện_biên_phủ', 'cầu_vượt_văn_thánh')",253,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
6268529,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.71600000000001, 10.7963)","('điện_biên_phủ', 'điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",1012,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268539,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.8006)","(106.71799999999999, 10.7987)","('điện_biên_phủ', 'điện_biên_phủ', 'hẻm_602/18_điện_biên_phủ')",253,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268657,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","(106.719, 10.7989)","('điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'điện_biên_phủ')",1098,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268665,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","(106.719, 10.798)","('điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh')",452,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268669,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","('điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",2922,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268703,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","(106.71600000000001, 10.7963)","('điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",912,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6268713,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.7994)","(106.71799999999999, 10.7987)","('điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_602/18_điện_biên_phủ')",366,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269136,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.719, 10.7982)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'điện_biên_phủ')",430,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269137,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.71799999999999, 10.798)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",1400,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269156,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.719, 10.7979)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_183_nguyễn_hữu_cảnh')",250,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269164,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.71799999999999, 10.799000000000001)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'cầu_vượt_văn_thánh')",110,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
6269171,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.71600000000001, 10.7963)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_135/1_nguyễn_hữu_cảnh')",440,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269181,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.798)","(106.71799999999999, 10.7987)","('điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602/18_điện_biên_phủ')",110,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269183,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7982)","(106.719, 10.7982)","('điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'điện_biên_phủ')",190,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269184,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7982)","(106.71799999999999, 10.798)","('điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",440,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269203,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7982)","(106.719, 10.7979)","('điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_183_nguyễn_hữu_cảnh')",150,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269218,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7982)","(106.71600000000001, 10.7963)","('điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_135/1_nguyễn_hữu_cảnh')",120,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269229,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7983)","(106.719, 10.7982)","('điện_biên_phủ', 'hẻm_602/37_điện_biên_phủ', 'điện_biên_phủ')",130,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269230,100000488,"(106.71799999999999, 10.8006)","(106.719, 10.7983)","(106.71799999999999, 10.798)","('điện_biên_phủ', 'hẻm_602/37_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",200,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269814,100000488,"(106.71799999999999, 10.8006)","(106.72, 10.798)","(106.72, 10.7983)","('điện_biên_phủ', 'nguyễn_hữu_cảnh', 'điện_biên_phủ')",112,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6269828,100000488,"(106.71799999999999, 10.8006)","(106.72, 10.798)","(106.71799999999999, 10.7989)","('điện_biên_phủ', 'nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",192,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6270157,100000488,"(106.71799999999999, 10.8006)","(106.71799999999999, 10.799000000000001)","(106.71799999999999, 10.7989)","('điện_biên_phủ', 'cầu_vượt_văn_thánh', 'hẻm_602_điện_biên_phủ')",276,FALSE,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6270255,100000488,"(106.71799999999999, 10.8006)","(106.71600000000001, 10.7963)","(106.71600000000001, 10.7962)","('điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh', 'hẻm_135/1_nguyễn_hữu_cảnh')",138,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6270258,100000488,"(106.71799999999999, 10.8006)","(106.71600000000001, 10.7963)","(106.71700000000001, 10.7967)","('điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",552,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272138,100000488,"(106.71799999999999, 10.8003)","(106.71799999999999, 10.7994)","(106.719, 10.7989)","('nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'điện_biên_phủ')",234,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272150,100000488,"(106.71799999999999, 10.8003)","(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","('nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",420,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272184,100000488,"(106.71799999999999, 10.8003)","(106.71799999999999, 10.7994)","(106.71600000000001, 10.7963)","('nguyễn_văn_thương', 'hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",120,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272195,100000488,"(106.71799999999999, 10.8003)","(106.719, 10.7989)","(106.719, 10.7988)","('nguyễn_văn_thương', 'điện_biên_phủ', 'điện_biên_phủ')",420,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272202,100000488,"(106.71799999999999, 10.8003)","(106.719, 10.7989)","(106.719, 10.798)","('nguyễn_văn_thương', 'điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh')",196,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272206,100000488,"(106.71799999999999, 10.8003)","(106.719, 10.7989)","(106.71799999999999, 10.798)","('nguyễn_văn_thương', 'điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",648,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272240,100000488,"(106.71799999999999, 10.8003)","(106.719, 10.7989)","(106.71600000000001, 10.7963)","('nguyễn_văn_thương', 'điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",168,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6272618,100000488,"(106.71799999999999, 10.8003)","(106.719, 10.798)","(106.71799999999999, 10.798)","('nguyễn_văn_thương', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",160,FALSE,"('phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275444,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.719, 10.7988)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'điện_biên_phủ')",738,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275451,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.719, 10.798)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh')",458,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275455,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.71799999999999, 10.798)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",1476,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275482,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.71799999999999, 10.799000000000001)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'cầu_vượt_văn_thánh')",117,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
6275489,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.71600000000001, 10.7963)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",468,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275499,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7989)","(106.71799999999999, 10.7987)","('hẻm_602_điện_biên_phủ', 'điện_biên_phủ', 'hẻm_602/18_điện_biên_phủ')",117,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275866,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.798)","(106.719, 10.7982)","('hẻm_602_điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'điện_biên_phủ')",148,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275867,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.798)","(106.71799999999999, 10.798)","('hẻm_602_điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",560,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275901,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.798)","(106.71600000000001, 10.7963)","('hẻm_602_điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_135/1_nguyễn_hữu_cảnh')",184,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6275914,100000488,"(106.71799999999999, 10.7994)","(106.719, 10.7982)","(106.71799999999999, 10.798)","('hẻm_602_điện_biên_phủ', 'hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",128,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276050,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","(106.71799999999999, 10.7979)","('hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",1330,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276057,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","(106.719, 10.7989)","('hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'điện_biên_phủ')",432,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276068,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","(106.719, 10.7979)","('hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_183_nguyễn_hữu_cảnh')",180,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276083,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","(106.71600000000001, 10.7963)","('hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",420,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276093,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.798)","(106.71799999999999, 10.7987)","('hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ', 'hẻm_602/18_điện_biên_phủ')",210,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276558,100000488,"(106.71799999999999, 10.7994)","(106.72, 10.798)","(106.71799999999999, 10.7989)","('hẻm_602_điện_biên_phủ', 'nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",108,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276887,100000488,"(106.71799999999999, 10.7994)","(106.71799999999999, 10.799000000000001)","(106.71799999999999, 10.7989)","('hẻm_602_điện_biên_phủ', 'cầu_vượt_văn_thánh', 'hẻm_602_điện_biên_phủ')",108,FALSE,"('phường_22_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6276988,100000488,"(106.71799999999999, 10.7994)","(106.71600000000001, 10.7963)","(106.71700000000001, 10.7967)","('hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",360,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6287969,100000488,"(106.719, 10.798)","(106.719, 10.7982)","(106.71799999999999, 10.798)","('hẻm_183_nguyễn_hữu_cảnh', 'điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",344,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6288003,100000488,"(106.719, 10.798)","(106.719, 10.7982)","(106.71600000000001, 10.7963)","('hẻm_183_nguyễn_hữu_cảnh', 'điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",112,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6288014,100000488,"(106.719, 10.798)","(106.71799999999999, 10.798)","(106.71799999999999, 10.7979)","('hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",520,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6288047,100000488,"(106.719, 10.798)","(106.71799999999999, 10.798)","(106.71600000000001, 10.7963)","('hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ', 'hẻm_135/1_nguyễn_hữu_cảnh')",176,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6288687,100000488,"(106.719, 10.798)","(106.719, 10.7979)","(106.71799999999999, 10.7989)","('hẻm_183_nguyễn_hữu_cảnh', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",180,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6288952,100000488,"(106.719, 10.798)","(106.71600000000001, 10.7963)","(106.71700000000001, 10.7967)","('hẻm_183_nguyễn_hữu_cảnh', 'hẻm_135/1_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",144,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6289050,100000488,"(106.719, 10.7982)","(106.719, 10.7982)","(106.71799999999999, 10.798)","('hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",200,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6289095,100000488,"(106.719, 10.7982)","(106.71799999999999, 10.798)","(106.71799999999999, 10.7979)","('hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ', 'hẻm_602_điện_biên_phủ')",256,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6289768,100000488,"(106.719, 10.7982)","(106.719, 10.7979)","(106.71799999999999, 10.7989)","('hẻm_183_tháng_20_nguyễn_hữu_cảnh', 'hẻm_183_nguyễn_hữu_cảnh', 'hẻm_602_điện_biên_phủ')",120,FALSE,"('phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh', 'phường_22_quận_bình_thạnh')"
6306373,100000502,"(106.741, 10.7826)","(106.73899999999999, 10.7817)","(106.62, 10.7263)","('mai_chí_thọ', 'mai_chí_thọ', 'an_dương_vương')",120,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_16_quận_8')"
6306392,100000502,"(106.741, 10.7826)","(106.73899999999999, 10.7817)","(106.646, 10.7416)","('mai_chí_thọ', 'mai_chí_thọ', 'phạm_phú_thứ')",600,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_3_quận_6')"
6306393,100000502,"(106.741, 10.7826)","(106.73899999999999, 10.7817)","(106.645, 10.7426)","('mai_chí_thọ', 'mai_chí_thọ', 'hẻm_84_bình_tiên')",120,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_3_quận_6')"
6307665,100000502,"(106.741, 10.7826)","(106.70200000000001, 10.7673)","(106.70100000000001, 10.7657)","('mai_chí_thọ', 'võ_văn_kiệt', 'võ_văn_kiệt')",46816,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
6307723,100000502,"(106.741, 10.7826)","(106.70200000000001, 10.7673)","(106.62, 10.7263)","('mai_chí_thọ', 'võ_văn_kiệt', 'an_dương_vương')",944,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_16_quận_8')"
6307742,100000502,"(106.741, 10.7826)","(106.70200000000001, 10.7673)","(106.646, 10.7416)","('mai_chí_thọ', 'võ_văn_kiệt', 'phạm_phú_thứ')",6160,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_3_quận_6')"
6307743,100000502,"(106.741, 10.7826)","(106.70200000000001, 10.7673)","(106.645, 10.7426)","('mai_chí_thọ', 'võ_văn_kiệt', 'hẻm_84_bình_tiên')",1232,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_3_quận_6')"
6310851,100000502,"(106.741, 10.7826)","(106.62, 10.7263)","(106.62100000000001, 10.7267)","('mai_chí_thọ', 'an_dương_vương', 'võ_văn_kiệt')",288,FALSE,"('phường_bình_khánh_quận_2', 'phường_16_quận_8', 'phường_16_quận_8')"
6311137,100000502,"(106.741, 10.7826)","(106.646, 10.7416)","(106.645, 10.7431)","('mai_chí_thọ', 'phạm_phú_thứ', 'phạm_phú_thứ')",160,FALSE,"('phường_bình_khánh_quận_2', 'phường_3_quận_6', 'phường_3_quận_6')"
6372773,100000502,"(106.70200000000001, 10.7673)","(106.70100000000001, 10.7657)","(106.62, 10.7263)","('võ_văn_kiệt', 'võ_văn_kiệt', 'an_dương_vương')",1711,FALSE,"('phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1', 'phường_16_quận_8')"
6372792,100000502,"(106.70200000000001, 10.7673)","(106.70100000000001, 10.7657)","(106.646, 10.7416)","('võ_văn_kiệt', 'võ_văn_kiệt', 'phạm_phú_thứ')",14630,FALSE,"('phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1', 'phường_3_quận_6')"
6372793,100000502,"(106.70200000000001, 10.7673)","(106.70100000000001, 10.7657)","(106.645, 10.7426)","('võ_văn_kiệt', 'võ_văn_kiệt', 'hẻm_84_bình_tiên')",2926,FALSE,"('phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1', 'phường_3_quận_6')"
6375819,100000502,"(106.70200000000001, 10.7673)","(106.62, 10.7263)","(106.62100000000001, 10.7267)","('võ_văn_kiệt', 'an_dương_vương', 'võ_văn_kiệt')",1062,FALSE,"('phường_nguyễn_thái_bình_quận_1', 'phường_16_quận_8', 'phường_16_quận_8')"
6375837,100000502,"(106.70200000000001, 10.7673)","(106.62, 10.7263)","(106.646, 10.7416)","('võ_văn_kiệt', 'an_dương_vương', 'phạm_phú_thứ')",295,FALSE,"('phường_nguyễn_thái_bình_quận_1', 'phường_16_quận_8', 'phường_3_quận_6')"
